Location,Obesity Percentage,Lower Limit,Upper Limit
"CrosbyCounty,Texas",28.5,15.8,43.6
"CulbersonCounty,Texas",35.2,21.7,49.8
"DallamCounty,Texas",35.8,24.3,47.7
"DallasCounty,Texas",29.8,26.9,32.6
"DawsonCounty,Texas",29.4,17.5,44.6
"DeafSmithCounty,Texas",26.4,16.8,40.1
"DeltaCounty,Texas",33.8,20.4,50.8
"DentonCounty,Texas",24.9,20.4,29.7
"DewittCounty,Texas",26.2,16.5,38.3
"DickensCounty,Texas",23.6,14.4,36.3
"DimmitCounty,Texas",32.6,19.2,47.7
"DonleyCounty,Texas",28.3,16.3,42.9
"DuvalCounty,Texas",25.8,15.2,40
"EastlandCounty,Texas",34.9,21.6,49.5
"EctorCounty,Texas",32.2,25.2,40.3
"EdwardsCounty,Texas",26.4,15.3,41.4
"ElPasoCounty,Texas",28.5,24.4,32.8
"EllisCounty,Texas",38,34.5,41.6
"ErathCounty,Texas",26,16.6,37.7
"FallsCounty,Texas",39.7,25.6,56.2
"FanninCounty,Texas",29.9,18.3,44.2
"FayetteCounty,Texas",20.5,13,30.4
"FisherCounty,Texas",22.4,13.7,36.4
"FloydCounty,Texas",34.8,21.3,49.3
"FoardCounty,Texas",27.7,16.1,42.7
"FortBendCounty,Texas",28.7,23,34.8
"FranklinCounty,Texas",37.4,23.8,51.3
"FreestoneCounty,Texas",34.9,22.4,49.7
"FrioCounty,Texas",25.1,15.5,38.1
"GainesCounty,Texas",33.8,23.3,46.1
"GalvestonCounty,Texas",33.6,30.9,36.7
"GarzaCounty,Texas",22.7,14.2,35.2
"GillespieCounty,Texas",28.8,18.2,42.5
"GlasscockCounty,Texas",23,14.3,35.5
"GoliadCounty,Texas",27.1,17.1,39.8
"GonzalesCounty,Texas",30,18.3,48.3
"GrayCounty,Texas",33.8,23,47
"GraysonCounty,Texas",30.1,20.8,40.9
"GreggCounty,Texas",30.1,22.3,38.8
"GrimesCounty,Texas",36.9,25.3,49.9
"GuadalupeCounty,Texas",33.7,26.9,41.8
"HaleCounty,Texas",32.3,21.7,45.2
"HallCounty,Texas",25.6,14.4,40.4
"HamiltonCounty,Texas",24.4,14.5,38
"HansfordCounty,Texas",24.4,14.6,38.7
"HardemanCounty,Texas",32.4,19.9,47.9
"HardinCounty,Texas",37.6,27.7,48.8
"HarrisCounty,Texas",27.6,25.5,29.7
"HarrisonCounty,Texas",44.4,34.6,55.1
"HartleyCounty,Texas",29.6,18.3,43.5
"HaskellCounty,Texas",26.7,16.2,41.2
"HaysCounty,Texas",30,25.1,35.3
"HemphillCounty,Texas",31.8,19.1,47.3
"HendersonCounty,Texas",37,27.5,45.8
"HidalgoCounty,Texas",34.4,29.3,40.1
"HillCounty,Texas",32.4,21.2,45.2
"HockleyCounty,Texas",28.5,18.8,39.8
"HoodCounty,Texas",28.3,19.8,38.5
"HopkinsCounty,Texas",30.8,19.8,43
"HoustonCounty,Texas",24.3,16.8,33.3
"HowardCounty,Texas",39.3,28.7,50.5
"HudspethCounty,Texas",34.4,21.2,49.7
"HuntCounty,Texas",32.7,23.4,44.2
"HutchinsonCounty,Texas",30.6,20.9,41.3
"IrionCounty,Texas",24.1,14.2,36.8
"JackCounty,Texas",32.7,19.7,47.9
"JacksonCounty,Texas",33.4,20.5,48
"JasperCounty,Texas",41.6,29,54.7
"JeffDavisCounty,Texas",25.6,14.7,39.9
"JeffersonCounty,Texas",34.9,30.1,40.1
"JimHoggCounty,Texas",24.4,14.1,38
"JimWellsCounty,Texas",32.2,20.7,45.4
"JohnsonCounty,Texas",39.3,29.7,48.8
"JonesCounty,Texas",38,25.9,51.1
"KarnesCounty,Texas",28.7,17.2,42.7
"KaufmanCounty,Texas",35.7,25.9,47.8
"KendallCounty,Texas",22.3,14.8,32.7
"KenedyCounty,Texas",22.5,13.4,35.6
"KentCounty,Texas",25.3,15.1,39.9
"KerrCounty,Texas",23.7,15.8,34
"KimbleCounty,Texas",30.3,18,44.9
"KingCounty,Texas",21.2,12.7,33.8
"KinneyCounty,Texas",27.2,16.3,40.9
"KlebergCounty,Texas",34.2,23.5,47.1
"KnoxCounty,Texas",24.1,14.3,36.6
"LaSalleCounty,Texas",29.8,17.5,45.3
"LamarCounty,Texas",34.7,30.2,39.4
"LambCounty,Texas",25.9,16.3,39.5
"LampasasCounty,Texas",29.7,18.5,43.1
"LavacaCounty,Texas",35.9,22.9,49.6
"LeeCounty,Texas",41.5,29.8,54
"LeonCounty,Texas",34,21.4,48.8
"LibertyCounty,Texas",33.7,21.4,48.8
"LimestoneCounty,Texas",29.3,17.8,43.2
"LipscombCounty,Texas",27.9,16.6,42.6
"LiveOakCounty,Texas",28.6,16.8,42.4
"LlanoCounty,Texas",25.7,15.4,40.4
"LovingCounty,Texas",27.9,17.3,41.4
"LubbockCounty,Texas",34.7,29.5,40.4
"LynnCounty,Texas",28,16.6,41.9
"MadisonCounty,Texas",27.2,15.2,43.3
"MarionCounty,Texas",40.7,24.6,57.7
"MartinCounty,Texas",35.8,22.1,51
"MasonCounty,Texas",25.4,15.1,40
"MatagordaCounty,Texas",37.8,24.4,52
"MaverickCounty,Texas",38.3,26.1,51.5
"MccullochCounty,Texas",35.4,23.1,50.6
"MclennanCounty,Texas",32.8,25.7,40.1
"McmullenCounty,Texas",26,15.1,40.7
"MedinaCounty,Texas",33.7,21.6,47.2
"MenardCounty,Texas",34.2,20.2,50.6
"MidlandCounty,Texas",34.4,27.7,41.5
"MilamCounty,Texas",35.5,22.8,48.9
"MillsCounty,Texas",29.6,18.2,43.6
"MitchellCounty,Texas",30.9,19.4,45.6
"MontagueCounty,Texas",30.4,20.2,43.3
"MontgomeryCounty,Texas",25.8,20.7,31.1
"MooreCounty,Texas",27.3,18,37.7
"MorrisCounty,Texas",38.7,24.5,54
"MotleyCounty,Texas",28.1,16.5,43.7
"NacogdochesCounty,Texas",35.6,31,40.3
"NavarroCounty,Texas",30.3,20.3,41.5
"NewtonCounty,Texas",36.6,23.2,51.9
"NolanCounty,Texas",36.1,23,50.2
"NuecesCounty,Texas",32.7,28.9,36.5
"OchiltreeCounty,Texas",24,15.1,36.6
"OldhamCounty,Texas",21.8,13,34.3
"OrangeCounty,Texas",40.9,33.2,48.7
"PaloPintoCounty,Texas",31.8,20.3,45.6
"PanolaCounty,Texas",37.3,24.5,51.5
"ParkerCounty,Texas",35,27.2,43.8
"ParmerCounty,Texas",40.4,26.5,54.2
"PecosCounty,Texas",46.4,31.7,60.7
"PolkCounty,Texas",44.4,33.3,56.1
"PotterCounty,Texas",36.8,28.4,45.5
"PresidioCounty,Texas",29.7,18.2,43
"RainsCounty,Texas",30.4,18.6,45.1
"RandallCounty,Texas",27.1,20.9,34.4
"ReaganCounty,Texas",28.1,16.6,41.3
"RealCounty,Texas",24.5,14.6,38.6
"RedRiverCounty,Texas",39.8,33.1,47.2
"ReevesCounty,Texas",28.5,18.5,40.1
"RefugioCounty,Texas",20.9,12.3,33.9
"RobertsCounty,Texas",22.1,13.4,34.6
"RobertsonCounty,Texas",36.6,24.4,50.5
"RockwallCounty,Texas",24.3,15.7,35.8
"RunnelsCounty,Texas",28.7,17.7,42.3
"RuskCounty,Texas",38.8,33.5,44.3
"SabineCounty,Texas",32.4,20.7,46.2
"SanAugustineCounty,Texas",40.1,24.7,56.4
"SanJacintoCounty,Texas",29.5,18,44.2
"SanPatricioCounty,Texas",40.5,31.4,49.7
"SanSabaCounty,Texas",25.2,15.1,38.7
"SchleicherCounty,Texas",23,13.7,37
"ScurryCounty,Texas",29.5,18.3,42.7
"ShackelfordCounty,Texas",27.5,16,40.8
"ShelbyCounty,Texas",26.1,15.4,38.3
"ShermanCounty,Texas",26.7,16,40.9
"SmithCounty,Texas",34.5,28.4,41.3
"SomervellCounty,Texas",28.4,16.8,42.9
"StarrCounty,Texas",38.4,26.8,52.3
"StephensCounty,Texas",30.7,19.5,44.6
"SterlingCounty,Texas",24.3,14.9,37.7
"StonewallCounty,Texas",26.5,14.6,41.5
"SuttonCounty,Texas",32.6,19.3,47.9
"SwisherCounty,Texas",24,14.8,37.2
"TarrantCounty,Texas",29.3,26.4,32.1
"TaylorCounty,Texas",32.1,26.1,38.2
"TerrellCounty,Texas",25.6,14.9,40.2
"TerryCounty,Texas",34.5,22.1,48.2
"ThrockmortonCounty,Texas",24.8,15,37.1
"TitusCounty,Texas",30.8,18.8,44.7
"TomGreenCounty,Texas",29.1,23.1,36
"TravisCounty,Texas",22,20.2,23.7
"TrinityCounty,Texas",40.4,26.6,55.7
"TylerCounty,Texas",33.5,23.6,45.7
"UpshurCounty,Texas",30.5,20.9,42.1
"UptonCounty,Texas",23.6,14.3,37.3
"UvaldeCounty,Texas",31.5,20.1,45.2
"ValVerdeCounty,Texas",25.3,16.6,36.3
"VanZandtCounty,Texas",25.1,16.9,34.9
"VictoriaCounty,Texas",36.5,28.3,45.5
"WalkerCounty,Texas",35.9,25.1,47.9
"WallerCounty,Texas",36.1,32.5,39.9
"WardCounty,Texas",42.5,29.3,57.4
"WashingtonCounty,Texas",29.5,19.4,41.6
"WebbCounty,Texas",37.7,27.5,49.2
"WhartonCounty,Texas",36.8,24.7,50.2
"WheelerCounty,Texas",25.4,15.5,40.2
"WichitaCounty,Texas",35.3,31.9,38.8
"WilbargerCounty,Texas",34.2,22.7,46.6
"WillacyCounty,Texas",40.3,27,54.3
"WilliamsonCounty,Texas",29.8,26.5,33.4
"WilsonCounty,Texas",32.9,21.4,45.1
"WinklerCounty,Texas",37.4,24.4,51.7
"WiseCounty,Texas",32.6,21.8,44.5
"WoodCounty,Texas",27.7,19.1,37.9
"YoakumCounty,Texas",33,18.7,48.4
"YoungCounty,Texas",34.6,23,47.1
"ZapataCounty,Texas",31.3,18.1,47.2
"ZavalaCounty,Texas",24.3,14.4,37.6
"BeaverCounty,Utah",24.4,16.9,33.2
"BoxElderCounty,Utah",31.8,28,36
"CacheCounty,Utah",26.4,24,28.9
"CarbonCounty,Utah",27.1,23.3,31.3
"DaggettCounty,Utah",27.3,17.2,38.2
"DavisCounty,Utah",26.3,24.8,28
"DuchesneCounty,Utah",29.6,26.2,33.2
"EmeryCounty,Utah",30.8,26,35.9
"GarfieldCounty,Utah",23.1,16.3,31.5
"GrandCounty,Utah",23.4,18.1,29.7
"IronCounty,Utah",26,22.4,29.9
"JuabCounty,Utah",29,23.4,35.1
"KaneCounty,Utah",21.9,16.4,29.2
"MillardCounty,Utah",31.6,26.1,37.4
"MorganCounty,Utah",18.1,13.4,23.6
"PiuteCounty,Utah",25.9,17.4,37.2
"RichCounty,Utah",25.1,16.9,34.9
"SaltLakeCounty,Utah",24.7,23.7,25.7
"SanJuanCounty,Utah",35.2,30.4,40.3
"SanpeteCounty,Utah",30.6,26.9,34.3
"SevierCounty,Utah",29.3,25.2,33.5
"SummitCounty,Utah",13.8,11.5,16.4
"TooeleCounty,Utah",34.1,31.6,36.7
"UintahCounty,Utah",35.2,31.9,38.3
"UtahCounty,Utah",25.8,24.4,27.1
"WasatchCounty,Utah",23.5,20.5,26.8
"WashingtonCounty,Utah",23.5,21.1,25.9
"WayneCounty,Utah",20.9,14,29.8
"WeberCounty,Utah",31.2,29.1,33.1
"AddisonCounty,Vermont",24.8,22.2,27.7
"BenningtonCounty,Vermont",29.9,26.9,32.8
"CaledoniaCounty,Vermont",32.1,29,35.3
"ChittendenCounty,Vermont",20.8,19.2,22.5
"EssexCounty,Vermont",27.9,23.3,32.7
"FranklinCounty,Vermont",34.2,31.5,36.8
"GrandIsleCounty,Vermont",30.4,25.5,35.2
"LamoilleCounty,Vermont",23.3,20.4,26.1
"OrangeCounty,Vermont",28.1,24.9,31.5
"OrleansCounty,Vermont",30.3,27.4,33.1
"RutlandCounty,Vermont",31.7,29,34.4
"WashingtonCounty,Vermont",22.7,20.6,24.9
"WindhamCounty,Vermont",24.1,21.6,26.8
"WindsorCounty,Vermont",27,24.6,29.6
"AccomackCounty,Virginia",36.7,30.6,43.4
"AlbemarleCounty,Virginia",20.3,16.9,24.2
"AlexandriaCity,Virginia",23.9,20.2,28
"AlleghanyCounty,Virginia",35.9,27.5,44
"AmeliaCounty,Virginia",41.5,32.3,50.5
"AmherstCounty,Virginia",35.2,26.4,44.6
"AppomattoxCounty,Virginia",48.4,36.3,62
"ArlingtonCounty,Virginia",20,17,23.3
"AugustaCounty,Virginia",33.2,28.2,38.5
"BathCounty,Virginia",24,14.9,36
"BedfordCity,Virginia",No Data,No Data,No Data
"BedfordCounty,Virginia",34.2,28.2,40.2
"BlandCounty,Virginia",27.6,18.6,39.6
"BotetourtCounty,Virginia",24.3,17.7,32.2
"BristolCity,Virginia",29,19.1,41.4
"BrunswickCounty,Virginia",42.1,31.5,52.6
"BuchananCounty,Virginia",33.7,26.1,42.4
"BuckinghamCounty,Virginia",39.9,30.3,48.7
"BuenaVistaCity,Virginia",25.5,14.9,38.9
"CampbellCounty,Virginia",35.9,29.8,42.8
"CarolineCounty,Virginia",41.2,30.3,51.9
"CarrollCounty,Virginia",31.3,23.5,39.2
"CharlesCityCounty,Virginia",34,19.6,51.9
"CharlotteCounty,Virginia",39.9,30.8,50.2
"CharlottesvilleCity,Virginia",29.3,21.6,37.9
"ChesapeakeCity,Virginia",36,32.5,40
"ChesterfieldCounty,Virginia",31.8,28.5,35
"ClarkeCounty,Virginia",24.9,15.7,36.1
"ColonialHeightsCity,Virginia",26.3,18.2,36
"CovingtonCity,Virginia",26.1,15.2,42.5
"CraigCounty,Virginia",26.7,17.1,39.1
"CulpeperCounty,Virginia",29.2,22.9,35.8
"CumberlandCounty,Virginia",38.7,28.7,49.4
"DanvilleCity,Virginia",29.8,21.8,38.8
"DickensonCounty,Virginia",37.6,28.7,46.6
"DinwiddieCounty,Virginia",38.5,29.9,47.7
"EmporiaCity,Virginia",25.9,10.6,47.4
"EssexCounty,Virginia",40.3,29.2,51.6
"FairfaxCity,Virginia",23.8,19.1,28.6
"FairfaxCounty,Virginia",21.3,19.3,23.3
"FallsChurchCity,Virginia",18.4,11.8,28.1
"FauquierCounty,Virginia",28,22.5,34
"FloydCounty,Virginia",29.5,22.2,38
"FluvannaCounty,Virginia",30.4,21.9,39.3
"FranklinCity,Virginia",49,35,61.6
"FranklinCounty,Virginia",35.7,28.4,44.1
"FrederickCounty,Virginia",31,25.3,36.9
"FredericksburgCity,Virginia",31.8,23.9,40.6
"GalaxCity,Virginia",28.6,17,43.3
"GilesCounty,Virginia",34.2,25.4,43.9
"GloucesterCounty,Virginia",30.7,24.8,37.3
"GoochlandCounty,Virginia",26.4,18,36.2
"GraysonCounty,Virginia",33.4,24.5,43.2
"GreeneCounty,Virginia",28.1,19.5,38.4
"GreensvilleCounty,Virginia",35.9,25.4,47.7
"HalifaxCounty,Virginia",38.8,31.5,46.1
"HamptonCity,Virginia",37.9,33.9,41.9
"HanoverCounty,Virginia",30.5,25.7,35.8
"HarrisonburgCity,Virginia",26.2,18.1,36.4
"HenricoCounty,Virginia",31.6,28.5,34.7
"HenryCounty,Virginia",34.1,28,40.2
"HighlandCounty,Virginia",25.2,14.5,39.1
"HopewellCity,Virginia",29.6,22,37.4
"IsleOfWightCounty,Virginia",37.8,30.2,46.7
"JamesCityCounty,Virginia",27.2,22,33.2
"KingAndQueenCounty,Virginia",53.1,38,67.7
"KingGeorgeCounty,Virginia",29.8,21.4,39.5
"KingWilliamCounty,Virginia",27.4,17.9,39
"LancasterCounty,Virginia",32.2,22.9,42.2
"LeeCounty,Virginia",37.6,29,47
"LexingtonCity,Virginia",20.3,11.7,32.9
"LoudounCounty,Virginia",22.1,18.9,25.1
"LouisaCounty,Virginia",30.1,22.3,38
"LunenburgCounty,Virginia",40.1,30.4,50.8
"LynchburgCity,Virginia",35.6,29.5,41.9
"MadisonCounty,Virginia",37.9,26.6,49.7
"ManassasCity,Virginia",30.7,20.8,42.2
"ManassasParkCity,Virginia",40.3,25.1,55.1
"MartinsvilleCity,Virginia",29.1,17.4,42.4
"MathewsCounty,Virginia",32.1,22.2,43.5
"MecklenburgCounty,Virginia",39.7,33.2,46.6
"MiddlesexCounty,Virginia",30.2,20.3,42.1
"MontgomeryCounty,Virginia",26.7,22.4,31.3
"NelsonCounty,Virginia",28,19,38.6
"NewKentCounty,Virginia",32.4,22.6,43.8
"NewportNewsCity,Virginia",34.5,29.8,38.8
"NorfolkCity,Virginia",34,30.6,37.7
"NorthamptonCounty,Virginia",35.9,27.2,44.4
"NorthumberlandCounty,Virginia",30.7,21.7,41.1
"NortonCity,Virginia",31.8,20,45.1
"NottowayCounty,Virginia",39.1,28.8,49.9
"OrangeCounty,Virginia",36.6,28.9,45.4
"PageCounty,Virginia",36.3,26.7,46.4
"PatrickCounty,Virginia",23.6,16.4,32.2
"PetersburgCity,Virginia",39.9,33.2,46.8
"PittsylvaniaCounty,Virginia",38,33.4,43
"PoquosonCity,Virginia",37.6,25.6,51.1
"PortsmouthCity,Virginia",39.1,34.3,44.1
"PowhatanCounty,Virginia",26.9,18.2,36.4
"PrinceEdwardCounty,Virginia",37.7,29.1,46.6
"PrinceGeorgeCounty,Virginia",31.8,25.3,38.8
"PrinceWilliamCounty,Virginia",30,26.9,33.1
"PulaskiCounty,Virginia",30.2,21.7,38.4
"RadfordCity,Virginia",34.4,24.3,45.4
"RappahannockCounty,Virginia",40.5,27.3,53.8
"RichmondCity,Virginia",31,27.3,34.6
"RichmondCounty,Virginia",29.9,23.2,38.4
"RoanokeCity,Virginia",35,30.1,40.5
"RoanokeCounty,Virginia",29.6,25.1,34.1
"RockbridgeCounty,Virginia",27,19.8,34.9
"RockinghamCounty,Virginia",27.2,22.6,32.2
"RussellCounty,Virginia",38.2,29.4,46.9
"SalemCity,Virginia",26.8,17.4,37.9
"ScottCounty,Virginia",30.2,23,38
"ShenandoahCounty,Virginia",33.1,26.1,40.5
"SmythCounty,Virginia",31.6,23.8,39.5
"SouthamptonCounty,Virginia",44.8,35.2,55.7
"SpotsylvaniaCounty,Virginia",31.7,26.4,37.3
"StaffordCounty,Virginia",34.3,28.9,39.7
"StauntonCity,Virginia",31.2,20.3,43.6
"SuffolkCity,Virginia",31.9,26.7,37.5
"SurryCounty,Virginia",25.3,15.9,37
"SussexCounty,Virginia",39.2,30.7,48.2
"TazewellCounty,Virginia",32.1,26,38.6
"VirginiaBeachCity,Virginia",26.7,24,29.5
"WarrenCounty,Virginia",32.1,24.7,40.1
"WashingtonCounty,Virginia",30.3,24.7,36.5
"WaynesboroCity,Virginia",39.7,26.8,54.4
"WestmorelandCounty,Virginia",34.4,25,45.5
"WilliamsburgCity,Virginia",34.6,23,47.7
"WinchesterCity,Virginia",33.9,23.7,45.2
"WiseCounty,Virginia",35.1,28.2,42.4
"WytheCounty,Virginia",35.1,27.1,44.1
"YorkCounty,Virginia",26.6,21.1,32.8
"AdamsCounty,Washington",36.9,30.6,43
"AsotinCounty,Washington",31.9,27,36.8
"BentonCounty,Washington",30.7,27.5,34.3
"ChelanCounty,Washington",26.3,22.1,30.6
"ClallamCounty,Washington",29,24.3,34.2
"ClarkCounty,Washington",30,27.9,32.4
"ColumbiaCounty,Washington",35.5,29.5,42.4
"CowlitzCounty,Washington",34.7,30.7,38.5
"DouglasCounty,Washington",32.6,26.6,39.5
"FerryCounty,Washington",30.3,22.7,38.4
"FranklinCounty,Washington",33.1,28,39.1
"GarfieldCounty,Washington",33.3,27.1,39.7
"GrantCounty,Washington",34.3,29.8,39.1
"GraysHarborCounty,Washington",35.8,31,40.9
"IslandCounty,Washington",29.4,24.9,33.9
"JeffersonCounty,Washington",23.8,19.1,29.3
"KingCounty,Washington",21.9,21,22.8
"KitsapCounty,Washington",30.7,27.8,33.8
"KittitasCounty,Washington",27.5,22.8,32.2
"KlickitatCounty,Washington",29.5,24.5,34.6
"LewisCounty,Washington",35.2,30.4,40.1
"LincolnCounty,Washington",30.9,25.6,36.7
"MasonCounty,Washington",36.2,31.3,41.8
"OkanoganCounty,Washington",33.3,28,38.8
"PacificCounty,Washington",33.8,27.5,40.4
"PendOreilleCounty,Washington",40.3,33.4,47.3
"PierceCounty,Washington",31,29.3,32.6
"SanJuanCounty,Washington",17,12.9,21.1
"SkagitCounty,Washington",29.2,25.4,33.2
"SkamaniaCounty,Washington",33.1,27.1,39.6
"SnohomishCounty,Washington",28.6,27,30.3
"SpokaneCounty,Washington",27.8,26,29.7
"StevensCounty,Washington",31.6,27.2,36
"ThurstonCounty,Washington",29.8,27.2,32.4
"WahkiakumCounty,Washington",35.6,29.7,41.9
"WallaWallaCounty,Washington",27.2,22.5,32.1
"WhatcomCounty,Washington",27.8,25.1,30.9
"WhitmanCounty,Washington",28.4,24.7,32.6
"YakimaCounty,Washington",35,31.5,38.5
"BarbourCounty,WestVirginia",37,30.3,44.3
"BerkeleyCounty,WestVirginia",36.6,32.9,40.3
"BooneCounty,WestVirginia",40.3,34.3,46.5
"BraxtonCounty,WestVirginia",34.8,27,42.6
"BrookeCounty,WestVirginia",36,28.8,42.9
"CabellCounty,WestVirginia",33.2,30,36.6
"CalhounCounty,WestVirginia",31.2,22.7,40.4
"ClayCounty,WestVirginia",39.7,31.2,48.5
"DoddridgeCounty,WestVirginia",39.7,29.4,50.7
"FayetteCounty,WestVirginia",40.3,35.9,44.7
"GilmerCounty,WestVirginia",39.9,30.7,49.2
"GrantCounty,WestVirginia",35,27.1,43.1
"GreenbrierCounty,WestVirginia",33.3,28.9,38.2
"HampshireCounty,WestVirginia",41.7,35.2,49.1
"HancockCounty,WestVirginia",43.2,36.7,50.2
"HardyCounty,WestVirginia",38.3,31,46.2
"HarrisonCounty,WestVirginia",33.5,29.3,38.2
"JacksonCounty,WestVirginia",42.3,36.7,48
"JeffersonCounty,WestVirginia",32.5,27.4,38
"KanawhaCounty,WestVirginia",37.6,35.3,39.7
"LewisCounty,WestVirginia",41.9,33.9,49.8
"LincolnCounty,WestVirginia",40,33.2,46.9
"LoganCounty,WestVirginia",42,36.1,47.9
"MarionCounty,WestVirginia",35.1,30.9,39.4
"MarshallCounty,WestVirginia",41.7,35.1,48.1
"MasonCounty,WestVirginia",40,34.2,46
"McdowellCounty,WestVirginia",44.5,37.5,52.1
"MercerCounty,WestVirginia",38.8,34.5,43.1
"MineralCounty,WestVirginia",35.3,29.6,41.9
"MingoCounty,WestVirginia",36.2,30.2,42.6
"MonongaliaCounty,WestVirginia",30.1,27,33.3
"MonroeCounty,WestVirginia",30.7,23.6,38.2
"MorganCounty,WestVirginia",40.8,33.1,48.9
"NicholasCounty,WestVirginia",40.8,35,46.8
"OhioCounty,WestVirginia",35.5,30.2,41
"PendletonCounty,WestVirginia",31.2,23,41.2
"PleasantsCounty,WestVirginia",31.4,22.4,41.2
"PocahontasCounty,WestVirginia",30.9,23.2,39.2
"PrestonCounty,WestVirginia",35.1,30.1,40.4
"PutnamCounty,WestVirginia",34.8,30.8,39
"RaleighCounty,WestVirginia",39.8,36.5,43.4
"RandolphCounty,WestVirginia",34.5,29,40.2
"RitchieCounty,WestVirginia",44.6,34.7,54.9
"RoaneCounty,WestVirginia",41.9,34.6,49.4
"SummersCounty,WestVirginia",37.8,30,46.4
"TaylorCounty,WestVirginia",39.7,33.1,47
"TuckerCounty,WestVirginia",31.2,23,41.1
"TylerCounty,WestVirginia",37.5,28.2,47.2
"UpshurCounty,WestVirginia",32,26.6,38.1
"WayneCounty,WestVirginia",40.5,35.4,45.5
"WebsterCounty,WestVirginia",39.7,30.7,49.6
"WetzelCounty,WestVirginia",34,27.1,41.6
"WirtCounty,WestVirginia",39.2,29.1,49.5
"WoodCounty,WestVirginia",38.6,34.8,42.4
"WyomingCounty,WestVirginia",36.1,29.4,43.3
"AdamsCounty,Wisconsin",29.5,21.3,39.4
"AshlandCounty,Wisconsin",33.7,27.7,39.8
"BarronCounty,Wisconsin",42.2,33.7,50
"BayfieldCounty,Wisconsin",29.4,23.9,35.7
"BrownCounty,Wisconsin",32.5,28.5,37
"BuffaloCounty,Wisconsin",23.7,16,34.7
"BurnettCounty,Wisconsin",35,23.9,48.1
"CalumetCounty,Wisconsin",26.5,19.2,34.5
"ChippewaCounty,Wisconsin",27.1,21.2,33.8
"ClarkCounty,Wisconsin",38.7,30.5,47.8
"ColumbiaCounty,Wisconsin",43.5,36,51.4
"CrawfordCounty,Wisconsin",39.2,27.9,50.8
"DaneCounty,Wisconsin",22.5,19.6,25.3
"DodgeCounty,Wisconsin",33.2,27.2,39.4
"DoorCounty,Wisconsin",33,24.9,41.9
"DouglasCounty,Wisconsin",30.4,22.5,38.6
"DunnCounty,Wisconsin",41.9,34.1,50.4
"EauClaireCounty,Wisconsin",30.8,25.1,37
"FlorenceCounty,Wisconsin",33.3,23.6,45.2
"FondDuLacCounty,Wisconsin",34.1,28.5,40.2
"ForestCounty,Wisconsin",29.5,21.8,37.8
"GrantCounty,Wisconsin",33.9,26.2,42.2
"GreenCounty,Wisconsin",34.6,25.9,43.8
"GreenLakeCounty,Wisconsin",32.5,23,43.1
"IowaCounty,Wisconsin",28.2,19.8,38.4
"IronCounty,Wisconsin",24.5,18,33.2
"JacksonCounty,Wisconsin",33.1,23.2,44.7
"JeffersonCounty,Wisconsin",29.5,23.8,35.9
"JuneauCounty,Wisconsin",36.3,27.5,45.1
"KenoshaCounty,Wisconsin",30.1,25.4,35.3
"KewauneeCounty,Wisconsin",30.6,21.4,41.6
"LaCrosseCounty,Wisconsin",27,22.2,31.9
"LafayetteCounty,Wisconsin",33.6,23.9,44.8
"LangladeCounty,Wisconsin",31.9,25.1,39.7
"LincolnCounty,Wisconsin",34.1,27.9,40.7
"ManitowocCounty,Wisconsin",33.7,27.8,40.1
"MarathonCounty,Wisconsin",33.4,28.9,37.9
"MarinetteCounty,Wisconsin",29.8,23.1,37.3
"MarquetteCounty,Wisconsin",38,28.8,48.1
"MenomineeCounty,Wisconsin",42.8,30.3,55.3
"MilwaukeeCounty,Wisconsin",32,30,34.2
"MonroeCounty,Wisconsin",38.5,30.6,47.3
"OcontoCounty,Wisconsin",38,28.3,48
"OneidaCounty,Wisconsin",34.7,29.7,39.1
"OutagamieCounty,Wisconsin",33.1,28.6,37.6
"OzaukeeCounty,Wisconsin",23,17.6,29.6
"PepinCounty,Wisconsin",31.6,20.7,43.7
"PierceCounty,Wisconsin",26.7,18.9,35.3
"PolkCounty,Wisconsin",33,25.7,41
"PortageCounty,Wisconsin",31.4,25.5,38
"PriceCounty,Wisconsin",28.2,21.8,34.8
"RacineCounty,Wisconsin",36.1,31.4,40.8
"RichlandCounty,Wisconsin",33.9,23.9,44.5
"RockCounty,Wisconsin",36.1,30.9,41.4
"RuskCounty,Wisconsin",25.5,17.2,35.8
"SaukCounty,Wisconsin",30.4,24.4,36.4
"SawyerCounty,Wisconsin",36.6,30.7,43.1
"ShawanoCounty,Wisconsin",36.1,28.7,44.6
"SheboyganCounty,Wisconsin",28.4,23.8,33.4
"St.CroixCounty,Wisconsin",27.3,20.9,34.2
"TaylorCounty,Wisconsin",32.2,25.9,39.2
"TrempealeauCounty,Wisconsin",29.4,21.4,38.8
"VernonCounty,Wisconsin",31.4,23.7,40
"VilasCounty,Wisconsin",32.1,26.6,37.5
"WalworthCounty,Wisconsin",29.2,23.7,35.5
"WashburnCounty,Wisconsin",29.6,21.6,38.9
"WashingtonCounty,Wisconsin",32.4,26.8,38
"WaukeshaCounty,Wisconsin",26,22.4,29.4
"WaupacaCounty,Wisconsin",37.2,29.3,44.8
"WausharaCounty,Wisconsin",36.4,27.7,45.8
"WinnebagoCounty,Wisconsin",36.5,31.4,42
"WoodCounty,Wisconsin",28.5,22.4,34.9
"AlbanyCounty,Wyoming",24.2,21.1,28
"BigHornCounty,Wyoming",32.5,27,37.8
"CampbellCounty,Wyoming",31.7,28.5,35.3
