Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"GadsdenCounty,Florida",7225,Restaurants and Other Eating Places,50,74,26,37
"GilchristCounty,Florida",7225,Restaurants and Other Eating Places,18,61.1,38.9,11
"GladesCounty,Florida",7225,Restaurants and Other Eating Places,15,40,60,6
"GulfCounty,Florida",7225,Restaurants and Other Eating Places,26,76.9,23.1,20
"HamiltonCounty,Florida",7225,Restaurants and Other Eating Places,13,69.2,30.8,9
"HardeeCounty,Florida",7225,Restaurants and Other Eating Places,33,57.6,42.4,19
"HendryCounty,Florida",7225,Restaurants and Other Eating Places,69,66.7,33.3,46
"HernandoCounty,Florida",7225,Restaurants and Other Eating Places,281,79,21,222
"HighlandsCounty,Florida",7225,Restaurants and Other Eating Places,132,80.3,19.7,106
"HillsboroughCounty,Florida",7225,Restaurants and Other Eating Places,"2,488",78.7,21.3,"1,958"
"HolmesCounty,Florida",7225,Restaurants and Other Eating Places,25,64,36,16
"IndianRiverCounty,Florida",7225,Restaurants and Other Eating Places,299,79.6,20.4,238
"JacksonCounty,Florida",7225,Restaurants and Other Eating Places,80,73.8,26.3,59
"JeffersonCounty,Florida",7225,Restaurants and Other Eating Places,D,D,D,8
"LafayetteCounty,Florida",7225,Restaurants and Other Eating Places,D,D,D,4
"LakeCounty,Florida",7225,Restaurants and Other Eating Places,524,82.6,17.4,433
"LeeCounty,Florida",7225,Restaurants and Other Eating Places,"1,360",83.3,16.7,"1,133"
"LeonCounty,Florida",7225,Restaurants and Other Eating Places,609,88,12,536
"LevyCounty,Florida",7225,Restaurants and Other Eating Places,57,77.2,22.8,44
"LibertyCounty,Florida",7225,Restaurants and Other Eating Places,7,57.1,42.9,4
"MadisonCounty,Florida",7225,Restaurants and Other Eating Places,24,70.8,29.2,17
"ManateeCounty,Florida",7225,Restaurants and Other Eating Places,633,83.9,16.1,531
"MarionCounty,Florida",7225,Restaurants and Other Eating Places,470,83.2,16.8,391
"MartinCounty,Florida",7225,Restaurants and Other Eating Places,370,86.2,13.8,319
"Miami-DadeCounty,Florida",7225,Restaurants and Other Eating Places,"6,970",63.7,36.3,"4,443"
"MonroeCounty,Florida",7225,Restaurants and Other Eating Places,400,77,23,308
"NassauCounty,Florida",7225,Restaurants and Other Eating Places,153,89.5,10.5,137
"OkaloosaCounty,Florida",7225,Restaurants and Other Eating Places,507,83,17,421
"OkeechobeeCounty,Florida",7225,Restaurants and Other Eating Places,53,79.2,20.8,42
"OrangeCounty,Florida",7225,Restaurants and Other Eating Places,"3,012",81.8,18.2,"2,465"
"OsceolaCounty,Florida",7225,Restaurants and Other Eating Places,651,71.9,28.1,468
"PalmBeachCounty,Florida",7225,Restaurants and Other Eating Places,"3,044",81.7,18.3,"2,486"
"PascoCounty,Florida",7225,Restaurants and Other Eating Places,654,78.3,21.7,512
"PinellasCounty,Florida",7225,Restaurants and Other Eating Places,"2,079",83.6,16.4,"1,739"
"PolkCounty,Florida",7225,Restaurants and Other Eating Places,871,76.7,23.3,668
"PutnamCounty,Florida",7225,Restaurants and Other Eating Places,76,84.2,15.8,64
"St.JohnsCounty,Florida",7225,Restaurants and Other Eating Places,486,86.6,13.4,421
"St.LucieCounty,Florida",7225,Restaurants and Other Eating Places,416,82,18,341
"SantaRosaCounty,Florida",7225,Restaurants and Other Eating Places,214,82.2,17.8,176
"SarasotaCounty,Florida",7225,Restaurants and Other Eating Places,871,85.4,14.6,744
"SeminoleCounty,Florida",7225,Restaurants and Other Eating Places,862,84.1,15.9,725
"SumterCounty,Florida",7225,Restaurants and Other Eating Places,122,86.1,13.9,105
"SuwanneeCounty,Florida",7225,Restaurants and Other Eating Places,50,84,16,42
"TaylorCounty,Florida",7225,Restaurants and Other Eating Places,D,D,D,26
"UnionCounty,Florida",7225,Restaurants and Other Eating Places,D,D,D,4
"VolusiaCounty,Florida",7225,Restaurants and Other Eating Places,"1,017",84.1,15.9,855
"WakullaCounty,Florida",7225,Restaurants and Other Eating Places,41,80.5,19.5,33
"WaltonCounty,Florida",7225,Restaurants and Other Eating Places,206,85.4,14.6,176
"WashingtonCounty,Florida",7225,Restaurants and Other Eating Places,35,82.9,17.1,29
"ApplingCounty,Georgia",7225,Restaurants and Other Eating Places,34,79.4,20.6,27
"AtkinsonCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,5
"BaconCounty,Georgia",7225,Restaurants and Other Eating Places,15,73.3,26.7,11
"BaldwinCounty,Georgia",7225,Restaurants and Other Eating Places,83,88,12,73
"BanksCounty,Georgia",7225,Restaurants and Other Eating Places,39,74.4,25.6,29
"BarrowCounty,Georgia",7225,Restaurants and Other Eating Places,84,85.7,14.3,72
"BartowCounty,Georgia",7225,Restaurants and Other Eating Places,157,86.6,13.4,136
"BenHillCounty,Georgia",7225,Restaurants and Other Eating Places,28,78.6,21.4,22
"BerrienCounty,Georgia",7225,Restaurants and Other Eating Places,23,73.9,26.1,17
"BibbCounty,Georgia",7225,Restaurants and Other Eating Places,379,86,14,326
"BleckleyCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,10
"BrantleyCounty,Georgia",7225,Restaurants and Other Eating Places,21,47.6,52.4,10
"BrooksCounty,Georgia",7225,Restaurants and Other Eating Places,21,71.4,28.6,15
"BryanCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,61
"BullochCounty,Georgia",7225,Restaurants and Other Eating Places,129,94.6,5.4,122
"BurkeCounty,Georgia",7225,Restaurants and Other Eating Places,25,84,16,21
"ButtsCounty,Georgia",7225,Restaurants and Other Eating Places,40,70,30,28
"CalhounCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,7
"CamdenCounty,Georgia",7225,Restaurants and Other Eating Places,90,86.7,13.3,78
"CandlerCounty,Georgia",7225,Restaurants and Other Eating Places,22,81.8,18.2,18
"CarrollCounty,Georgia",7225,Restaurants and Other Eating Places,206,90.8,9.2,187
"CatoosaCounty,Georgia",7225,Restaurants and Other Eating Places,98,91.8,8.2,90
"CharltonCounty,Georgia",7225,Restaurants and Other Eating Places,23,60.9,39.1,14
"ChathamCounty,Georgia",7225,Restaurants and Other Eating Places,805,89.9,10.1,724
"ChattahoocheeCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"ChattoogaCounty,Georgia",7225,Restaurants and Other Eating Places,S,S,S,20
"CherokeeCounty,Georgia",7225,Restaurants and Other Eating Places,376,87,13,327
"ClarkeCounty,Georgia",7225,Restaurants and Other Eating Places,298,89.9,10.1,268
"ClaytonCounty,Georgia",7225,Restaurants and Other Eating Places,454,65.9,34.1,299
"ClinchCounty,Georgia",7225,Restaurants and Other Eating Places,17,41.2,58.8,7
"CobbCounty,Georgia",7225,Restaurants and Other Eating Places,"1,628",82.6,17.4,"1,344"
"CoffeeCounty,Georgia",7225,Restaurants and Other Eating Places,69,71,29,49
"ColquittCounty,Georgia",7225,Restaurants and Other Eating Places,59,84.7,15.3,50
"ColumbiaCounty,Georgia",7225,Restaurants and Other Eating Places,210,87.6,12.4,184
"CookCounty,Georgia",7225,Restaurants and Other Eating Places,30,76.7,23.3,23
"CowetaCounty,Georgia",7225,Restaurants and Other Eating Places,207,82.1,17.9,170
"CrawfordCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"CrispCounty,Georgia",7225,Restaurants and Other Eating Places,46,80.4,19.6,37
"DadeCounty,Georgia",7225,Restaurants and Other Eating Places,20,85,15,17
"DawsonCounty,Georgia",7225,Restaurants and Other Eating Places,41,90.2,9.8,37
"DecaturCounty,Georgia",7225,Restaurants and Other Eating Places,51,74.5,25.5,38
"DeKalbCounty,Georgia",7225,Restaurants and Other Eating Places,"1,637",79.5,20.5,"1,301"
"DodgeCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,19
"DoolyCounty,Georgia",7225,Restaurants and Other Eating Places,13,53.8,46.2,7
"DoughertyCounty,Georgia",7225,Restaurants and Other Eating Places,186,86,14,160
"DouglasCounty,Georgia",7225,Restaurants and Other Eating Places,243,78.6,21.4,191
"EarlyCounty,Georgia",7225,Restaurants and Other Eating Places,28,64.3,35.7,18
"EffinghamCounty,Georgia",7225,Restaurants and Other Eating Places,61,85.2,14.8,52
"ElbertCounty,Georgia",7225,Restaurants and Other Eating Places,28,75,25,21
"EmanuelCounty,Georgia",7225,Restaurants and Other Eating Places,48,77.1,22.9,37
"EvansCounty,Georgia",7225,Restaurants and Other Eating Places,20,55,45,11
"FanninCounty,Georgia",7225,Restaurants and Other Eating Places,64,89.1,10.9,57
"FayetteCounty,Georgia",7225,Restaurants and Other Eating Places,264,87.9,12.1,232
"FloydCounty,Georgia",7225,Restaurants and Other Eating Places,168,88.1,11.9,148
"ForsythCounty,Georgia",7225,Restaurants and Other Eating Places,370,84.6,15.4,313
"FranklinCounty,Georgia",7225,Restaurants and Other Eating Places,46,89.1,10.9,41
"FultonCounty,Georgia",7225,Restaurants and Other Eating Places,"2,978",86.2,13.8,"2,566"
"GilmerCounty,Georgia",7225,Restaurants and Other Eating Places,66,80.3,19.7,53
"GlascockCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,2
"GlynnCounty,Georgia",7225,Restaurants and Other Eating Places,249,84.7,15.3,211
"GordonCounty,Georgia",7225,Restaurants and Other Eating Places,78,89.7,10.3,70
"GradyCounty,Georgia",7225,Restaurants and Other Eating Places,29,82.8,17.2,24
"GreeneCounty,Georgia",7225,Restaurants and Other Eating Places,33,72.7,27.3,24
"GwinnettCounty,Georgia",7225,Restaurants and Other Eating Places,"2,173",75.1,24.9,"1,633"
"HabershamCounty,Georgia",7225,Restaurants and Other Eating Places,75,81.3,18.7,61
"HallCounty,Georgia",7225,Restaurants and Other Eating Places,316,81,19,256
"HancockCounty,Georgia",7225,Restaurants and Other Eating Places,14,50,50,7
"HaralsonCounty,Georgia",7225,Restaurants and Other Eating Places,56,73.2,26.8,41
"HarrisCounty,Georgia",7225,Restaurants and Other Eating Places,33,75.8,24.2,25
"HartCounty,Georgia",7225,Restaurants and Other Eating Places,37,67.6,32.4,25
"HeardCounty,Georgia",7225,Restaurants and Other Eating Places,11,54.5,45.5,6
"HenryCounty,Georgia",7225,Restaurants and Other Eating Places,387,79.6,20.4,308
"HoustonCounty,Georgia",7225,Restaurants and Other Eating Places,271,90.4,9.6,245
"IrwinCounty,Georgia",7225,Restaurants and Other Eating Places,10,50,50,5
"JacksonCounty,Georgia",7225,Restaurants and Other Eating Places,97,72.2,27.8,70
"JasperCounty,Georgia",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"JeffDavisCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,13
"JeffersonCounty,Georgia",7225,Restaurants and Other Eating Places,33,66.7,33.3,22
"JenkinsCounty,Georgia",7225,Restaurants and Other Eating Places,16,68.8,31.3,11
"JohnsonCounty,Georgia",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"JonesCounty,Georgia",7225,Restaurants and Other Eating Places,26,73.1,26.9,19
"LamarCounty,Georgia",7225,Restaurants and Other Eating Places,32,78.1,21.9,25
"LanierCounty,Georgia",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"LaurensCounty,Georgia",7225,Restaurants and Other Eating Places,101,87.1,12.9,88
"LeeCounty,Georgia",7225,Restaurants and Other Eating Places,32,62.5,37.5,20
"LibertyCounty,Georgia",7225,Restaurants and Other Eating Places,105,79,21,83
"LincolnCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,8
"LongCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"LowndesCounty,Georgia",7225,Restaurants and Other Eating Places,238,91.2,8.8,217
"LumpkinCounty,Georgia",7225,Restaurants and Other Eating Places,48,87.5,12.5,42
"McDuffieCounty,Georgia",7225,Restaurants and Other Eating Places,46,82.6,17.4,38
"McIntoshCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,22
"MaconCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,10
"MadisonCounty,Georgia",7225,Restaurants and Other Eating Places,28,57.1,42.9,16
"MarionCounty,Georgia",7225,Restaurants and Other Eating Places,9,66.7,33.3,6
"MeriwetherCounty,Georgia",7225,Restaurants and Other Eating Places,31,71,29,22
"MillerCounty,Georgia",7225,Restaurants and Other Eating Places,9,44.4,55.6,4
"MitchellCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,22
"MonroeCounty,Georgia",7225,Restaurants and Other Eating Places,39,74.4,25.6,29
"MontgomeryCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,7
"MorganCounty,Georgia",7225,Restaurants and Other Eating Places,58,74.1,25.9,43
"MurrayCounty,Georgia",7225,Restaurants and Other Eating Places,52,65.4,34.6,34
"MuscogeeCounty,Georgia",7225,Restaurants and Other Eating Places,451,84,16,379
"NewtonCounty,Georgia",7225,Restaurants and Other Eating Places,130,79.2,20.8,103
"OconeeCounty,Georgia",7225,Restaurants and Other Eating Places,69,89.9,10.1,62
"OglethorpeCounty,Georgia",7225,Restaurants and Other Eating Places,8,50,50,4
"PauldingCounty,Georgia",7225,Restaurants and Other Eating Places,178,80.3,19.7,143
"PeachCounty,Georgia",7225,Restaurants and Other Eating Places,43,88.4,11.6,38
"PickensCounty,Georgia",7225,Restaurants and Other Eating Places,55,81.8,18.2,45
"PierceCounty,Georgia",7225,Restaurants and Other Eating Places,30,83.3,16.7,25
"PikeCounty,Georgia",7225,Restaurants and Other Eating Places,15,60,40,9
"PolkCounty,Georgia",7225,Restaurants and Other Eating Places,76,76.3,23.7,58
"PulaskiCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,17
"PutnamCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,24
"RabunCounty,Georgia",7225,Restaurants and Other Eating Places,60,85,15,51
"RandolphCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,8
"RichmondCounty,Georgia",7225,Restaurants and Other Eating Places,392,86,14,337
"RockdaleCounty,Georgia",7225,Restaurants and Other Eating Places,201,81.6,18.4,164
"SchleyCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"ScrevenCounty,Georgia",7225,Restaurants and Other Eating Places,17,76.5,23.5,13
"SeminoleCounty,Georgia",7225,Restaurants and Other Eating Places,14,78.6,21.4,11
"SpaldingCounty,Georgia",7225,Restaurants and Other Eating Places,117,82.1,17.9,96
"StephensCounty,Georgia",7225,Restaurants and Other Eating Places,38,81.6,18.4,31
"StewartCounty,Georgia",7225,Restaurants and Other Eating Places,6,33.3,66.7,2
"SumterCounty,Georgia",7225,Restaurants and Other Eating Places,54,75.9,24.1,41
"TalbotCounty,Georgia",7225,Restaurants and Other Eating Places,7,14.3,85.7,1
"TaliaferroCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,1
"TattnallCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,13
"TaylorCounty,Georgia",7225,Restaurants and Other Eating Places,10,50,50,5
"TelfairCounty,Georgia",7225,Restaurants and Other Eating Places,16,75,25,12
"TerrellCounty,Georgia",7225,Restaurants and Other Eating Places,14,64.3,35.7,9
"ThomasCounty,Georgia",7225,Restaurants and Other Eating Places,88,89.8,10.2,79
"TiftCounty,Georgia",7225,Restaurants and Other Eating Places,101,80.2,19.8,81
"ToombsCounty,Georgia",7225,Restaurants and Other Eating Places,61,86.9,13.1,53
"TownsCounty,Georgia",7225,Restaurants and Other Eating Places,29,75.9,24.1,22
"TreutlenCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"TroupCounty,Georgia",7225,Restaurants and Other Eating Places,128,82.8,17.2,106
"TurnerCounty,Georgia",7225,Restaurants and Other Eating Places,15,80,20,12
"TwiggsCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,3
"UnionCounty,Georgia",7225,Restaurants and Other Eating Places,48,85.4,14.6,41
"UpsonCounty,Georgia",7225,Restaurants and Other Eating Places,41,87.8,12.2,36
"WalkerCounty,Georgia",7225,Restaurants and Other Eating Places,58,74.1,25.9,43
"WaltonCounty,Georgia",7225,Restaurants and Other Eating Places,120,82.5,17.5,99
"WareCounty,Georgia",7225,Restaurants and Other Eating Places,64,82.8,17.2,53
"WashingtonCounty,Georgia",7225,Restaurants and Other Eating Places,29,89.7,10.3,26
"WayneCounty,Georgia",7225,Restaurants and Other Eating Places,48,83.3,16.7,40
"WheelerCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,2
"WhiteCounty,Georgia",7225,Restaurants and Other Eating Places,70,85.7,14.3,60
"WhitfieldCounty,Georgia",7225,Restaurants and Other Eating Places,184,84.2,15.8,155
"WilcoxCounty,Georgia",7225,Restaurants and Other Eating Places,7,28.6,71.4,2
"WilkesCounty,Georgia",7225,Restaurants and Other Eating Places,13,69.2,30.8,9
"WilkinsonCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,4
"WorthCounty,Georgia",7225,Restaurants and Other Eating Places,D,D,D,11
"HawaiiCounty,Hawaii",7225,Restaurants and Other Eating Places,445,79.8,20.2,355
"HonoluluCounty,Hawaii",7225,Restaurants and Other Eating Places,"2,339",88.7,11.3,"2,075"
"KauaiCounty,Hawaii",7225,Restaurants and Other Eating Places,241,84.6,15.4,204
"MauiCounty,Hawaii",7225,Restaurants and Other Eating Places,450,87.1,12.9,392
"AdaCounty,Idaho",7225,Restaurants and Other Eating Places,840,92,8,773
"AdamsCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,4
"BannockCounty,Idaho",7225,Restaurants and Other Eating Places,159,90.6,9.4,144
"BearLakeCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,8
"BenewahCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,14
"BinghamCounty,Idaho",7225,Restaurants and Other Eating Places,45,86.7,13.3,39
"BlaineCounty,Idaho",7225,Restaurants and Other Eating Places,103,87.4,12.6,90
"BoiseCounty,Idaho",7225,Restaurants and Other Eating Places,21,76.2,23.8,16
"BonnerCounty,Idaho",7225,Restaurants and Other Eating Places,97,83.5,16.5,81
"BonnevilleCounty,Idaho",7225,Restaurants and Other Eating Places,202,90.1,9.9,182
"BoundaryCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,17
"CanyonCounty,Idaho",7225,Restaurants and Other Eating Places,255,87.1,12.9,222
"CaribouCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,8
"CassiaCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,44
"ClarkCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,1
"ClearwaterCounty,Idaho",7225,Restaurants and Other Eating Places,21,76.2,23.8,16
"CusterCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,11
"ElmoreCounty,Idaho",7225,Restaurants and Other Eating Places,45,75.6,24.4,34
"FranklinCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,14
"FremontCounty,Idaho",7225,Restaurants and Other Eating Places,22,68.2,31.8,15
"GemCounty,Idaho",7225,Restaurants and Other Eating Places,29,75.9,24.1,22
"GoodingCounty,Idaho",7225,Restaurants and Other Eating Places,22,81.8,18.2,18
"IdahoCounty,Idaho",7225,Restaurants and Other Eating Places,33,87.9,12.1,29
"JeffersonCounty,Idaho",7225,Restaurants and Other Eating Places,D,D,D,22
