Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"Upshur,  Texas",7225,Restaurants and Other Eating Places,47,80.9,19.1,38
"Upton,  Texas",7225,Restaurants and Other Eating Places,11,36.4,63.6,4
"Uvalde,  Texas",7225,Restaurants and Other Eating Places,70,65.7,34.3,46
"Val Verde,  Texas",7225,Restaurants and Other Eating Places,92,69.6,30.4,64
"Van Zandt,  Texas",7225,Restaurants and Other Eating Places,108,68.5,31.5,74
"Victoria,  Texas",7225,Restaurants and Other Eating Places,170,85.9,14.1,146
"Walker,  Texas",7225,Restaurants and Other Eating Places,103,84.5,15.5,87
"Waller,  Texas",7225,Restaurants and Other Eating Places,43,74.4,25.6,32
"Ward,  Texas",7225,Restaurants and Other Eating Places,29,75.9,24.1,22
"Washington,  Texas",7225,Restaurants and Other Eating Places,82,75.6,24.4,62
"Webb,  Texas",7225,Restaurants and Other Eating Places,591,61.1,38.9,361
"Wharton,  Texas",7225,Restaurants and Other Eating Places,84,75,25,63
"Wheeler,  Texas",7225,Restaurants and Other Eating Places,20,70,30,14
"Wichita,  Texas",7225,Restaurants and Other Eating Places,256,89.8,10.2,230
"Wilbarger,  Texas",7225,Restaurants and Other Eating Places,D,D,D,24
"Willacy,  Texas",7225,Restaurants and Other Eating Places,35,48.6,51.4,17
"Williamson,  Texas",7225,Restaurants and Other Eating Places,858,88.2,11.8,757
"Wilson,  Texas",7225,Restaurants and Other Eating Places,64,75,25,48
"Winkler,  Texas",7225,Restaurants and Other Eating Places,18,38.9,61.1,7
"Wise,  Texas",7225,Restaurants and Other Eating Places,99,83.8,16.2,83
"Wood,  Texas",7225,Restaurants and Other Eating Places,69,78.3,21.7,54
"Yoakum,  Texas",7225,Restaurants and Other Eating Places,27,66.7,33.3,18
"Young,  Texas",7225,Restaurants and Other Eating Places,41,82.9,17.1,34
"Zapata,  Texas",7225,Restaurants and Other Eating Places,32,46.9,53.1,15
"Zavala,  Texas",7225,Restaurants and Other Eating Places,32,34.4,65.6,11
"Beaver,  Utah",7225,Restaurants and Other Eating Places,24,70.8,29.2,17
"Box Elder,  Utah",7225,Restaurants and Other Eating Places,66,86.4,13.6,57
"Cache,  Utah",7225,Restaurants and Other Eating Places,164,92.7,7.3,152
"Carbon,  Utah",7225,Restaurants and Other Eating Places,D,D,D,33
"Davis,  Utah",7225,Restaurants and Other Eating Places,448,90,10,403
"Duchesne,  Utah",7225,Restaurants and Other Eating Places,35,65.7,34.3,23
"Emery,  Utah",7225,Restaurants and Other Eating Places,17,76.5,23.5,13
"Garfield,  Utah",7225,Restaurants and Other Eating Places,D,D,D,24
"Grand,  Utah",7225,Restaurants and Other Eating Places,D,D,D,48
"Iron,  Utah",7225,Restaurants and Other Eating Places,83,83.1,16.9,69
"Juab,  Utah",7225,Restaurants and Other Eating Places,28,85.7,14.3,24
"Kane,  Utah",7225,Restaurants and Other Eating Places,28,82.1,17.9,23
"Morgan,  Utah",7225,Restaurants and Other Eating Places,D,D,D,8
"Piute,  Utah",7225,Restaurants and Other Eating Places,D,D,D,2
"Rich,  Utah",7225,Restaurants and Other Eating Places,D,D,D,11
"Salt Lake,  Utah",7225,Restaurants and Other Eating Places,"2,101",89.9,10.1,"1,889"
"San Juan,  Utah",7225,Restaurants and Other Eating Places,D,D,D,16
"Sanpete,  Utah",7225,Restaurants and Other Eating Places,D,D,D,29
"Sevier,  Utah",7225,Restaurants and Other Eating Places,36,91.7,8.3,33
"Summit,  Utah",7225,Restaurants and Other Eating Places,151,95.4,4.6,144
"Tooele,  Utah",7225,Restaurants and Other Eating Places,65,86.2,13.8,56
"Uintah,  Utah",7225,Restaurants and Other Eating Places,57,75.4,24.6,43
"Utah,  Utah",7225,Restaurants and Other Eating Places,757,89.7,10.3,679
"Wasatch,  Utah",7225,Restaurants and Other Eating Places,51,88.2,11.8,45
"Washington,  Utah",7225,Restaurants and Other Eating Places,278,92.1,7.9,256
"Wayne,  Utah",7225,Restaurants and Other Eating Places,D,D,D,10
"Weber,  Utah",7225,Restaurants and Other Eating Places,367,91,9,334
"Addison,  Vermont",7225,Restaurants and Other Eating Places,60,90,10,54
"Bennington,  Vermont",7225,Restaurants and Other Eating Places,88,92,8,81
"Caledonia,  Vermont",7225,Restaurants and Other Eating Places,53,84.9,15.1,45
"Chittenden,  Vermont",7225,Restaurants and Other Eating Places,343,92.4,7.6,317
"Essex,  Vermont",7225,Restaurants and Other Eating Places,D,D,D,7
"Franklin,  Vermont",7225,Restaurants and Other Eating Places,77,80.5,19.5,62
"Grand Isle,  Vermont",7225,Restaurants and Other Eating Places,10,60,40,6
"Lamoille,  Vermont",7225,Restaurants and Other Eating Places,81,90.1,9.9,73
"Orange,  Vermont",7225,Restaurants and Other Eating Places,42,85.7,14.3,36
"Orleans,  Vermont",7225,Restaurants and Other Eating Places,50,80,20,40
"Rutland,  Vermont",7225,Restaurants and Other Eating Places,153,89.5,10.5,137
"Washington,  Vermont",7225,Restaurants and Other Eating Places,134,88.8,11.2,119
"Windham,  Vermont",7225,Restaurants and Other Eating Places,147,86.4,13.6,127
"Windsor,  Vermont",7225,Restaurants and Other Eating Places,131,82.4,17.6,108
"Accomack,  Virginia",7225,Restaurants and Other Eating Places,83,77.1,22.9,64
"Albemarle,  Virginia",7225,Restaurants and Other Eating Places,175,86.3,13.7,151
"Alleghany,  Virginia",7225,Restaurants and Other Eating Places,19,78.9,21.1,15
"Amelia,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"Appomattox,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,13
"Arlington,  Virginia",7225,Restaurants and Other Eating Places,625,88.6,11.4,554
"Augusta,  Virginia",7225,Restaurants and Other Eating Places,71,85.9,14.1,61
"Bath,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,5
"Bedford,  Virginia",7225,Restaurants and Other Eating Places,77,80.5,19.5,62
"Botetourt,  Virginia",7225,Restaurants and Other Eating Places,49,89.8,10.2,44
"Brunswick,  Virginia",7225,Restaurants and Other Eating Places,11,72.7,27.3,8
"Buchanan,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"Buckingham,  Virginia",7225,Restaurants and Other Eating Places,10,50,50,5
"Campbell,  Virginia",7225,Restaurants and Other Eating Places,78,88.5,11.5,69
"Caroline,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"Carroll,  Virginia",7225,Restaurants and Other Eating Places,37,81.1,18.9,30
"Charles City,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,1
"Charlotte,  Virginia",7225,Restaurants and Other Eating Places,11,72.7,27.3,8
"Chesterfield,  Virginia",7225,Restaurants and Other Eating Places,564,88.8,11.2,501
"Clarke,  Virginia",7225,Restaurants and Other Eating Places,20,70,30,14
"Craig,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,1
"Culpeper,  Virginia",7225,Restaurants and Other Eating Places,77,90.9,9.1,70
"Dickenson,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"Dinwiddie,  Virginia",7225,Restaurants and Other Eating Places,20,70,30,14
"Essex,  Virginia",7225,Restaurants and Other Eating Places,30,90,10,27
"Fairfax,  Virginia",7225,Restaurants and Other Eating Places,"2,345",84.1,15.9,"1,973"
"Fauquier,  Virginia",7225,Restaurants and Other Eating Places,119,89.1,10.9,106
"Floyd,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,12
"Fluvanna,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"Franklin,  Virginia",7225,Restaurants and Other Eating Places,70,85.7,14.3,60
"Frederick,  Virginia",7225,Restaurants and Other Eating Places,112,88.4,11.6,99
"Giles,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"Gloucester,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,51
"Goochland,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,25
"Grayson,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,8
"Greene,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,23
"Greensville,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,6
"Halifax,  Virginia",7225,Restaurants and Other Eating Places,53,88.7,11.3,47
"Hanover,  Virginia",7225,Restaurants and Other Eating Places,191,91.1,8.9,174
"Henrico,  Virginia",7225,Restaurants and Other Eating Places,705,87.4,12.6,616
"Henry,  Virginia",7225,Restaurants and Other Eating Places,58,87.9,12.1,51
"Highland,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,3
"Isle of Wight,  Virginia",7225,Restaurants and Other Eating Places,47,83,17,39
"James City,  Virginia",7225,Restaurants and Other Eating Places,112,92,8,103
"King and Queen,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,3
"King George,  Virginia",7225,Restaurants and Other Eating Places,34,85.3,14.7,29
"King William,  Virginia",7225,Restaurants and Other Eating Places,25,88,12,22
"Lancaster,  Virginia",7225,Restaurants and Other Eating Places,32,75,25,24
"Lee,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,16
"Loudoun,  Virginia",7225,Restaurants and Other Eating Places,743,87.1,12.9,647
"Louisa,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,22
"Lunenburg,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,9
"Madison,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"Mathews,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"Mecklenburg,  Virginia",7225,Restaurants and Other Eating Places,57,87.7,12.3,50
"Montgomery,  Virginia",7225,Restaurants and Other Eating Places,186,94.6,5.4,176
"Nelson,  Virginia",7225,Restaurants and Other Eating Places,S,S,S,14
"New Kent,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,29
"Northampton,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"Nottoway,  Virginia",7225,Restaurants and Other Eating Places,30,86.7,13.3,26
"Orange,  Virginia",7225,Restaurants and Other Eating Places,60,90,10,54
"Page,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,33
"Patrick,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"Pittsylvania,  Virginia",7225,Restaurants and Other Eating Places,42,81,19,34
"Powhatan,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,29
"Prince Edward,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,33
"Prince George,  Virginia",7225,Restaurants and Other Eating Places,40,90,10,36
"Prince William,  Virginia",7225,Restaurants and Other Eating Places,717,86.5,13.5,620
"Pulaski,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,49
"Rappahannock,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,7
"Richmond,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,8
"Roanoke,  Virginia",7225,Restaurants and Other Eating Places,135,88.1,11.9,119
"Rockbridge,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"Rockingham,  Virginia",7225,Restaurants and Other Eating Places,88,80.7,19.3,71
"Russell,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,26
"Scott,  Virginia",7225,Restaurants and Other Eating Places,27,74.1,25.9,20
"Shenandoah,  Virginia",7225,Restaurants and Other Eating Places,65,90.8,9.2,59
"Smyth,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,37
"Southampton,  Virginia",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"Spotsylvania,  Virginia",7225,Restaurants and Other Eating Places,208,86.5,13.5,180
"Stafford,  Virginia",7225,Restaurants and Other Eating Places,182,86.8,13.2,158
"Surry,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,5
"Tazewell,  Virginia",7225,Restaurants and Other Eating Places,68,85.3,14.7,58
"Warren,  Virginia",7225,Restaurants and Other Eating Places,69,88.4,11.6,61
"Washington,  Virginia",7225,Restaurants and Other Eating Places,79,88.6,11.4,70
"Westmoreland,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,22
"Wise,  Virginia",7225,Restaurants and Other Eating Places,51,90.2,9.8,46
"Wythe,  Virginia",7225,Restaurants and Other Eating Places,58,93.1,6.9,54
"York,  Virginia",7225,Restaurants and Other Eating Places,130,93.1,6.9,121
"Alexandria city,  Virginia",7225,Restaurants and Other Eating Places,407,84,16,342
"Bedford city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,21
"Bristol city,  Virginia",7225,Restaurants and Other Eating Places,68,95.6,4.4,65
"Buena Vista city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,9
"Charlottesville city,  Virginia",7225,Restaurants and Other Eating Places,251,93.6,6.4,235
"Chesapeake city,  Virginia",7225,Restaurants and Other Eating Places,464,89.4,10.6,415
"Colonial Heights city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,79
"Covington city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,20
"Danville city,  Virginia",7225,Restaurants and Other Eating Places,124,94.4,5.6,117
"Emporia city,  Virginia",7225,Restaurants and Other Eating Places,25,88,12,22
"Fairfax city,  Virginia",7225,Restaurants and Other Eating Places,211,93.4,6.6,197
"Falls Church city,  Virginia",7225,Restaurants and Other Eating Places,109,96.3,3.7,105
"Fredericksburg city,  Virginia",7225,Restaurants and Other Eating Places,155,98.1,1.9,152
"Galax city,  Virginia",7225,Restaurants and Other Eating Places,38,86.8,13.2,33
"Hampton city,  Virginia",7225,Restaurants and Other Eating Places,249,87.6,12.4,218
"Harrisonburg city,  Virginia",7225,Restaurants and Other Eating Places,171,91.8,8.2,157
"Hopewell city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,32
"Lynchburg city,  Virginia",7225,Restaurants and Other Eating Places,202,87.6,12.4,177
"Manassas city,  Virginia",7225,Restaurants and Other Eating Places,125,90.4,9.6,113
"Manassas Park city,  Virginia",7225,Restaurants and Other Eating Places,21,57.1,42.9,12
"Martinsville city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,38
"Newport News city,  Virginia",7225,Restaurants and Other Eating Places,389,87.7,12.3,341
"Norfolk city,  Virginia",7225,Restaurants and Other Eating Places,559,91.8,8.2,513
"Petersburg city,  Virginia",7225,Restaurants and Other Eating Places,S,S,S,66
"Poquoson city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"Portsmouth city,  Virginia",7225,Restaurants and Other Eating Places,156,90.4,9.6,141
"Radford city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"Richmond city,  Virginia",7225,Restaurants and Other Eating Places,583,90.1,9.9,525
"Roanoke city,  Virginia",7225,Restaurants and Other Eating Places,279,88.5,11.5,247
"Salem city,  Virginia",7225,Restaurants and Other Eating Places,78,92.3,7.7,72
"Staunton city,  Virginia",7225,Restaurants and Other Eating Places,69,88.4,11.6,61
"Suffolk city,  Virginia",7225,Restaurants and Other Eating Places,136,90.4,9.6,123
"Virginia Beach city,  Virginia",7225,Restaurants and Other Eating Places,"1,158",91.4,8.6,"1,058"
"Waynesboro city,  Virginia",7225,Restaurants and Other Eating Places,66,92.4,7.6,61
"Williamsburg city,  Virginia",7225,Restaurants and Other Eating Places,D,D,D,104
"Winchester city,  Virginia",7225,Restaurants and Other Eating Places,140,94.3,5.7,132
"Adams,  Washington",7225,Restaurants and Other Eating Places,30,86.7,13.3,26
"Asotin,  Washington",7225,Restaurants and Other Eating Places,35,91.4,8.6,32
"Benton,  Washington",7225,Restaurants and Other Eating Places,332,91.6,8.4,304
"Chelan,  Washington",7225,Restaurants and Other Eating Places,217,92.6,7.4,201
"Clallam,  Washington",7225,Restaurants and Other Eating Places,159,94.3,5.7,150
"Clark,  Washington",7225,Restaurants and Other Eating Places,714,91.3,8.7,652
"Columbia,  Washington",7225,Restaurants and Other Eating Places,11,63.6,36.4,7
"Cowlitz,  Washington",7225,Restaurants and Other Eating Places,162,95.1,4.9,154
"Douglas,  Washington",7225,Restaurants and Other Eating Places,51,86.3,13.7,44
"Ferry,  Washington",7225,Restaurants and Other Eating Places,D,D,D,12
"Franklin,  Washington",7225,Restaurants and Other Eating Places,118,85.6,14.4,101
"Garfield,  Washington",7225,Restaurants and Other Eating Places,D,D,D,2
"Grant,  Washington",7225,Restaurants and Other Eating Places,148,89.2,10.8,132
"Grays Harbor,  Washington",7225,Restaurants and Other Eating Places,158,88,12,139
"Island,  Washington",7225,Restaurants and Other Eating Places,132,90.9,9.1,120
"Jefferson,  Washington",7225,Restaurants and Other Eating Places,70,90,10,63
"King,  Washington",7225,Restaurants and Other Eating Places,"5,607",91.8,8.2,"5,148"
"Kitsap,  Washington",7225,Restaurants and Other Eating Places,467,92.3,7.7,431
"Kittitas,  Washington",7225,Restaurants and Other Eating Places,126,90.5,9.5,114
"Klickitat,  Washington",7225,Restaurants and Other Eating Places,41,82.9,17.1,34
"Lewis,  Washington",7225,Restaurants and Other Eating Places,158,92.4,7.6,146
"Lincoln,  Washington",7225,Restaurants and Other Eating Places,D,D,D,17
"Mason,  Washington",7225,Restaurants and Other Eating Places,90,92.2,7.8,83
"Okanogan,  Washington",7225,Restaurants and Other Eating Places,92,85.9,14.1,79
"Pacific,  Washington",7225,Restaurants and Other Eating Places,66,83.3,16.7,55
"Pend Oreille,  Washington",7225,Restaurants and Other Eating Places,D,D,D,13
"Pierce,  Washington",7225,Restaurants and Other Eating Places,"1,479",91.3,8.7,"1,351"
"San Juan,  Washington",7225,Restaurants and Other Eating Places,70,85.7,14.3,60
"Skagit,  Washington",7225,Restaurants and Other Eating Places,290,91.7,8.3,266
"Skamania,  Washington",7225,Restaurants and Other Eating Places,20,60,40,12
"Snohomish,  Washington",7225,Restaurants and Other Eating Places,"1,556",89.5,10.5,"1,392"
"Spokane,  Washington",7225,Restaurants and Other Eating Places,920,93.3,6.7,858
"Stevens,  Washington",7225,Restaurants and Other Eating Places,68,92.6,7.4,63
"Thurston,  Washington",7225,Restaurants and Other Eating Places,479,94.6,5.4,453
"Wahkiakum,  Washington",7225,Restaurants and Other Eating Places,D,D,D,4
"Walla Walla,  Washington",7225,Restaurants and Other Eating Places,100,91,9,91
"Whatcom,  Washington",7225,Restaurants and Other Eating Places,442,92.1,7.9,407
"Whitman,  Washington",7225,Restaurants and Other Eating Places,84,88.1,11.9,74
"Yakima,  Washington",7225,Restaurants and Other Eating Places,376,87.5,12.5,329
"Barbour,  West Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"Berkeley,  West Virginia",7225,Restaurants and Other Eating Places,143,94.4,5.6,135
"Braxton,  West Virginia",7225,Restaurants and Other Eating Places,26,88.5,11.5,23
"Brooke,  West Virginia",7225,Restaurants and Other Eating Places,32,90.6,9.4,29
"Cabell,  West Virginia",7225,Restaurants and Other Eating Places,212,92.5,7.5,196
"Calhoun,  West Virginia",7225,Restaurants and Other Eating Places,D,D,D,4
"Clay,  West Virginia",7225,Restaurants and Other Eating Places,5,40,60,2
"Fayette,  West Virginia",7225,Restaurants and Other Eating Places,64,84.4,15.6,54
"Grant,  West Virginia",7225,Restaurants and Other Eating Places,D,D,D,15
"Greenbrier,  West Virginia",7225,Restaurants and Other Eating Places,71,84.5,15.5,60
"Hampshire,  West Virginia",7225,Restaurants and Other Eating Places,22,86.4,13.6,19
"Hancock,  West Virginia",7225,Restaurants and Other Eating Places,50,90,10,45
